"attempt_id","country_id","true_u","posterior_mean_u","lower_95","upper_95","interval_width","covered","convergence_passed"
1,1,-0.603734080789093,-0.534433033861722,-0.648589077171152,-0.420508753580366,0.228080323590786,TRUE,TRUE
1,2,-0.30095099315327,-0.217187623401311,-0.337655429699822,-0.0994432878946482,0.238212141805174,TRUE,TRUE
1,3,-1.5929209890836,-1.56754186370017,-1.86114840738092,-1.28697314620188,0.574175261179037,TRUE,TRUE
1,4,-0.0636602039262818,-0.0424056910580668,-0.146090553112265,0.063959706042666,0.210050259154931,TRUE,TRUE
1,5,0.321778733610746,0.271848138534028,0.170269509819536,0.371336675542241,0.201067165722705,TRUE,TRUE
1,6,-0.475183706368028,-0.410445351923162,-0.501283007552639,-0.31740594760913,0.183877059943509,TRUE,TRUE
1,7,0.657888050463878,0.62143430178011,0.509022910315076,0.731540557401498,0.222517647086422,TRUE,TRUE
1,8,0.715249882328285,0.775628002314295,0.576953614001136,0.964567647337592,0.387614033336455,TRUE,TRUE
1,9,-0.0966253400944423,-0.307171320124094,-0.57523177837907,-0.0547435046592477,0.520488273719822,TRUE,TRUE
1,10,-0.701207318324984,-0.735413334684658,-0.850567240394669,-0.619678955458389,0.23088828493628,TRUE,TRUE
1,11,0.55219583520379,0.583791443535255,0.470338012266914,0.699154100127286,0.228816087860372,TRUE,TRUE
1,12,1.12044598122563,1.10506710547633,1.01384097479232,1.19877272319959,0.18493174840727,TRUE,TRUE
1,13,-0.403374193889943,-0.44253478269622,-0.647754188602941,-0.247395807045351,0.40035838155759,TRUE,TRUE
1,14,-0.694517345823626,-0.616686156868863,-0.742920617403661,-0.492132660339137,0.250787957064524,TRUE,TRUE
1,15,0.762969185147301,0.652410242203462,0.50386244018672,0.796961194723476,0.293098754536756,TRUE,TRUE
1,16,1.1362473471541,1.17136138287808,1.07817600323114,1.2625403980019,0.184364394770762,TRUE,TRUE
1,17,-0.169945838630657,-0.321344263163938,-0.550673097721109,-0.0978247588356129,0.452848338885496,TRUE,TRUE
1,18,0.495587694376445,0.696609857780076,0.504253789708206,0.876898197609465,0.372644407901259,FALSE,TRUE
1,19,-0.355403874623286,-0.366474822928954,-0.600602434484925,-0.144321153964728,0.456281280520198,TRUE,TRUE
1,20,-0.387406302153611,-0.461642114985797,-0.575304136036588,-0.34819292190843,0.227111214128158,TRUE,TRUE
1,21,0.322696135349619,0.291098961452707,0.170881538501668,0.412381622074536,0.241500083572868,TRUE,TRUE
1,22,-1.03744701289131,-0.96529803611655,-1.08170682937818,-0.846713554177178,0.234993275201002,TRUE,TRUE
1,23,0.581615202985811,0.525007582683323,0.399475099111922,0.652247899436052,0.25277280032413,TRUE,TRUE
1,24,0.133251642191843,0.117384005941625,0.00445545731019398,0.232376221801196,0.227920764491002,TRUE,TRUE
1,25,0.393109331453435,0.406205047245944,0.306931481510972,0.509143180880894,0.202211699369922,TRUE,TRUE
1,26,0.146570643165028,0.16084208182312,-0.0042772938626751,0.321265870995183,0.325543164857858,TRUE,TRUE
1,27,-0.457228464903777,-0.390109758134845,-0.539481405367481,-0.241111779890162,0.298369625477319,TRUE,TRUE
2,1,1.24858987415795,1.25031475461162,1.15883288878786,1.34321225738886,0.184379368600993,TRUE,TRUE
2,2,0.314143063058647,0.397142150408087,0.294400189434405,0.500665672667547,0.206265483233142,TRUE,TRUE
2,3,-0.5528128123598,-0.409291123963747,-0.590466393607626,-0.234864396022648,0.355601997584978,TRUE,TRUE
2,4,-0.143517958654472,-0.116907919141462,-0.220239208733041,-0.0141301878995438,0.206109020833497,TRUE,TRUE
2,5,0.110468221875018,0.0915815147524632,-0.00589892962578784,0.193618229826126,0.199517159451914,TRUE,TRUE
2,6,0.134720574640709,0.125232943891322,0.0355748028927302,0.214982051024721,0.179407248131991,TRUE,TRUE
2,7,0.411631352090827,0.422159491309434,0.309784676756136,0.534120755631544,0.224336078875408,TRUE,TRUE
2,8,0.00743674674228719,-0.110099138319377,-0.395240699021875,0.165490979257842,0.560731678279717,TRUE,TRUE
